N,P,K,temperature,humidity,ph,rainfall,label
14.91,139.41,197.02,24.37,84.49,5.69,66.84,grapes
32.91,148.94,198.14,22.92,80.65,6.31,71.49,grapes
26.01,143.86,192.12,22.46,82.57,6.42,67.25,grapes
25.30,142.61,197.51,22.89,83.66,5.66,73.27,grapes
29.64,123.41,208.84,24.43,83.52,6.19,68.65,grapes
25.49,147.91,198.85,23.44,81.49,6.26,73.14,grapes
20.60,126.26,196.87,22.56,82.85,5.84,73.15,grapes
34.17,143.53,208.59,22.02,80.86,5.96,67.92,grapes
23.68,120.70,199.39,23.22,82.42,6.18,66.95,grapes
28.57,143.53,207.51,22.87,84.60,5.69,71.38,grapes
34.18,134.17,207.04,24.72,80.88,5.59,70.16,grapes
31.42,138.54,192.52,23.51,83.08,6.30,72.91,grapes
22.85,146.49,200.16,24.20,81.54,5.68,68.49,grapes
30.59,124.75,209.28,22.37,82.50,6.35,65.60,grapes
27.01,141.67,202.98,23.41,81.40,5.74,70.31,grapes
29.70,149.27,202.17,23.12,83.91,6.23,68.60,grapes
29.99,140.56,192.24,22.02,82.94,5.73,73.11,grapes
10.09,133.86,195.87,22.07,83.32,6.05,72.11,grapes
34.17,138.28,195.23,23.74,84.27,6.44,66.08,grapes
26.91,130.46,202.26,24.03,84.38,5.77,66.94,grapes
17.63,137.14,193.74,22.69,83.61,5.82,65.23,grapes
34.57,127.11,192.15,22.95,84.97,6.47,74.72,grapes
20.34,123.77,209.62,22.45,80.34,5.58,74.48,grapes
115.85,11.16,45.86,27.00,88.87,6.22,47.32,watermelon
118.64,24.95,50.20,25.56,87.92,6.20,45.40,watermelon
99.38,19.95,53.15,25.28,85.97,6.76,49.82,watermelon
113.10,22.73,51.44,27.52,80.57,6.81,48.24,watermelon
107.63,6.68,47.76,25.28,81.73,6.60,51.13,watermelon
96.94,22.05,50.72,27.82,81.20,6.48,53.40,watermelon
104.08,29.63,51.04,25.97,89.83,6.64,48.47,watermelon
108.51,12.94,54.40,27.00,80.97,6.94,48.80,watermelon
102.55,18.79,45.50,25.47,86.83,6.66,54.46,watermelon
98.84,13.97,54.80,25.04,86.98,6.68,45.31,watermelon
95.33,22.66,50.72,26.11,87.51,6.99,50.90,watermelon
112.83,6.12,53.89,25.81,84.25,6.49,50.44,watermelon
111.56,26.92,49.52,25.31,86.81,6.84,52.27,watermelon
95.50,6.27,50.81,26.59,83.11,6.68,53.28,watermelon
111.05,28.04,50.14,26.67,87.18,6.66,49.63,watermelon
101.16,21.29,45.67,27.21,82.74,6.31,50.48,watermelon
108.87,7.93,51.07,27.81,89.41,6.62,51.84,watermelon
106.29,6.76,53.32,27.24,83.04,6.81,52.40,watermelon
106.33,16.51,53.63,27.59,86.78,6.52,54.47,watermelon
111.76,13.26,53.89,26.24,82.87,6.34,49.72,watermelon
117.57,7.66,52.72,25.99,84.56,6.70,46.67,watermelon
100.17,17.77,47.14,27.90,83.58,6.41,51.49,watermelon
114.32,18.34,54.48,25.36,84.39,6.87,49.82,watermelon
113.64,14.81,46.11,27.91,81.84,6.10,52.40,watermelon
105.93,20.02,54.13,25.01,88.06,6.82,54.93,watermelon
107.50,6.16,48.33,26.53,83.66,6.32,53.60,watermelon
107.11,13.66,50.65,26.26,89.05,6.50,49.72,watermelon
112.68,9.44,47.05,26.49,81.91,6.52,45.19,watermelon
98.72,14.57,48.84,25.30,87.41,6.39,46.93,watermelon
99.92,18.09,48.07,26.20,83.85,6.67,51.04,watermelon
112.51,17.50,52.56,26.72,88.02,6.90,47.95,watermelon
96.69,17.03,46.61,27.88,88.42,6.79,51.42,watermelon
113.99,5.16,46.01,25.02,88.30,6.36,46.70,watermelon
99.33,11.71,53.93,26.54,87.24,6.91,54.05,watermelon
104.92,6.93,46.92,25.27,87.04,6.77,52.23,watermelon
111.70,22.79,46.40,25.57,89.39,6.18,46.82,watermelon
113.84,25.47,45.28,27.34,84.40,6.93,53.04,watermelon
95.95,9.22,49.32,26.81,86.08,6.14,45.64,watermelon
101.23,22.42,54.85,27.99,82.58,6.00,48.45,watermelon
102.10,19.67,51.30,27.65,84.18,6.14,47.78,watermelon
95.54,13.92,45.15,26.78,84.15,6.62,48.28,watermelon
114.75,22.11,46.68,27.69,81.87,6.16,52.81,watermelon
112.04,20.50,45.56,27.28,80.39,6.99,47.51,watermelon
116.28,23.14,46.54,27.60,84.01,6.98,46.55,watermelon
110.75,22.97,48.06,27.22,85.14,6.06,54.02,watermelon
105.03,19.43,49.23,26.39,82.97,6.09,48.63,watermelon
98.31,8.74,46.31,25.20,88.83,6.58,46.22,watermelon
118.20,22.80,45.87,27.26,85.00,6.52,48.37,watermelon
103.94,6.84,50.03,25.31,86.80,6.01,48.94,watermelon
104.37,29.05,47.77,25.76,85.33,6.40,48.66,watermelon
118.86,29.56,51.18,27.52,83.33,6.49,45.72,watermelon
111.22,5.48,50.04,26.78,81.04,6.41,46.45,watermelon
111.27,11.14,45.26,25.82,86.56,6.15,51.53,watermelon
113.38,24.55,46.42,25.67,84.05,6.52,48.70,watermelon
95.58,6.41,52.84,26.58,89.34,6.51,54.64,watermelon
96.09,27.74,50.10,26.57,80.72,6.20,53.99,watermelon
97.98,26.97,52.42,25.32,89.76,6.38,46.55,watermelon
111.72,11.96,45.83,25.34,86.75,6.51,51.10,watermelon
110.28,19.40,52.86,26.80,87.63,6.99,53.96,watermelon
97.03,12.88,49.92,25.77,86.05,6.28,51.23,watermelon
97.85,28.27,46.72,25.12,86.04,6.14,45.24,watermelon
113.78,29.95,49.71,26.96,88.95,6.11,50.49,watermelon
106.29,22.51,49.82,25.77,87.35,6.48,54.28,watermelon
114.45,12.29,51.30,27.79,83.32,6.11,45.05,watermelon
97.73,28.80,53.59,27.03,85.88,6.28,45.39,watermelon
104.50,9.99,50.44,25.87,81.17,6.71,54.14,watermelon
107.68,8.81,48.06,25.09,84.67,6.83,53.55,watermelon
107.90,21.54,46.16,26.95,80.93,6.19,48.38,watermelon
96.88,20.68,48.61,27.98,85.01,6.87,50.60,watermelon
110.27,8.68,53.73,27.80,85.35,6.83,46.90,watermelon
96.93,29.89,49.55,27.14,82.22,6.49,54.23,watermelon
99.89,24.61,53.13,25.80,80.04,6.81,53.97,watermelon
100.56,10.70,53.65,26.57,87.45,6.15,45.21,watermelon
106.97,13.18,52.70,26.93,84.40,6.70,45.17,watermelon
119.32,25.92,47.18,25.17,81.00,6.27,53.44,watermelon
96.64,18.28,54.61,26.87,88.94,6.51,54.43,watermelon
106.52,21.58,52.90,26.09,80.16,6.93,46.00,watermelon
114.83,11.53,45.75,26.06,80.36,6.02,46.50,watermelon
100.68,28.67,46.40,27.37,81.95,6.52,51.31,watermelon
107.97,6.75,47.08,25.49,88.33,6.77,48.18,watermelon
108.29,22.45,54.37,25.79,88.63,6.75,45.58,watermelon
103.51,22.47,53.00,26.10,85.93,6.61,53.86,watermelon
106.82,23.22,47.27,27.40,85.23,6.90,46.35,watermelon
97.11,22.50,49.19,25.18,81.94,6.20,54.99,watermelon
112.10,16.06,48.73,26.24,89.74,6.59,53.88,watermelon
113.46,10.89,46.62,25.92,89.78,6.04,48.66,watermelon
110.61,21.77,50.28,26.79,84.52,6.72,47.41,watermelon
115.93,7.81,53.16,26.84,84.78,6.19,51.08,watermelon
96.65,7.74,47.46,25.00,87.68,6.60,45.15,watermelon
108.64,11.12,47.50,25.83,84.23,6.20,48.69,watermelon
116.83,14.04,52.95,25.58,89.57,6.16,45.41,watermelon
118.44,10.41,45.62,25.77,82.17,6.87,47.24,watermelon
96.22,20.41,48.94,27.26,84.25,6.16,47.69,watermelon
109.71,21.77,53.73,25.51,89.95,6.65,54.66,watermelon
115.51,16.35,48.05,25.80,81.76,6.64,50.84,watermelon
103.59,10.32,51.77,27.91,85.67,6.16,52.51,watermelon
119.95,13.91,49.50,26.80,81.89,6.08,48.93,watermelon
97.32,24.92,52.12,27.53,80.12,6.86,47.27,watermelon
108.91,11.11,54.70,26.36,86.87,6.70,54.80,watermelon
108.40,17.72,51.93,25.35,86.16,6.59,51.07,watermelon
100.41,19.03,46.96,27.61,91.14,6.32,27.01,muskmelon
104.47,21.43,45.51,27.10,94.25,6.61,27.82,muskmelon
105.95,24.52,51.13,27.19,92.23,6.14,28.86,muskmelon
105.19,15.79,47.08,27.13,93.10,6.17,29.69,muskmelon
102.47,24.97,53.71,27.42,94.47,6.34,29.56,muskmelon
107.66,12.13,49.59,28.94,94.26,6.43,25.47,muskmelon
118.90,7.54,54.11,27.83,91.95,6.49,27.89,muskmelon
107.03,17.85,48.01,27.26,91.08,6.02,20.85,muskmelon
106.01,7.78,51.46,29.80,94.23,6.89,26.45,muskmelon
102.43,6.81,48.09,28.67,91.64,6.39,23.10,muskmelon
116.35,13.73,51.11,27.08,92.28,6.05,23.69,muskmelon
101.88,13.91,52.59,27.62,90.79,6.88,28.67,muskmelon
119.74,24.00,47.83,29.72,90.99,6.90,22.44,muskmelon
115.26,16.13,49.63,29.46,93.29,6.72,22.39,muskmelon
117.19,18.95,50.85,28.10,90.33,6.57,27.19,muskmelon
112.99,14.71,47.01,27.80,91.64,6.41,20.24,muskmelon
105.36,6.78,46.10,29.84,90.08,6.33,28.63,muskmelon
102.48,10.96,48.08,29.81,90.56,6.40,24.85,muskmelon
116.92,7.07,48.81,29.59,91.25,6.07,29.13,muskmelon
112.54,5.72,49.46,28.72,92.14,6.39,24.00,muskmelon
115.95,10.30,45.38,29.69,92.43,6.17,26.92,muskmelon
109.26,11.53,50.77,27.48,94.08,6.38,25.39,muskmelon
115.32,7.70,54.85,29.22,90.77,6.39,28.48,muskmelon
116.57,13.62,49.07,27.19,92.67,6.30,23.08,muskmelon
114.37,13.35,50.47,29.63,93.29,6.86,26.35,muskmelon
106.61,15.57,48.62,27.39,93.67,6.12,27.45,muskmelon
115.15,22.77,47.34,29.43,91.52,6.38,25.57,muskmelon
114.88,14.05,52.94,29.36,94.63,6.18,24.84,muskmelon
105.39,23.63,54.41,29.71,93.66,6.97,21.98,muskmelon
112.51,16.05,49.78,28.78,94.81,6.65,26.13,muskmelon
100.76,17.95,46.15,27.88,90.34,6.02,26.66,muskmelon
117.58,7.23,48.17,28.67,90.88,6.27,28.91,muskmelon
115.68,16.64,50.01,28.19,93.14,6.55,23.20,muskmelon
117.89,13.06,47.85,28.17,93.69,6.79,22.91,muskmelon
101.45,15.06,45.62,29.80,91.70,6.03,20.31,muskmelon
114.05,13.88,46.52,29.99,94.21,6.52,28.44,muskmelon
106.85,10.41,48.88,28.12,92.37,6.01,28.27,muskmelon
109.45,9.44,53.18,27.83,90.40,6.68,26.58,muskmelon
101.92,7.99,54.26,28.22,92.99,6.13,21.95,muskmelon
115.00,15.79,47.21,27.05,90.62,6.76,29.63,muskmelon
109.78,24.72,53.23,28.34,90.28,6.39,28.85,muskmelon
102.40,23.40,50.99,29.02,93.99,6.13,24.11,muskmelon
104.20,23.51,51.32,29.41,94.73,6.67,20.28,muskmelon
110.25,8.46,49.47,29.79,91.30,6.23,23.20,muskmelon
118.67,10.80,50.28,27.47,92.17,6.13,23.75,muskmelon
117.69,8.85,46.23,27.49,91.31,6.46,27.60,muskmelon
104.16,20.94,46.58,27.25,94.53,6.44,29.51,muskmelon
109.95,19.85,54.56,27.42,91.40,6.64,28.53,muskmelon
115.75,21.81,47.80,27.16,94.20,6.13,22.56,muskmelon
114.59,5.01,53.81,27.59,90.64,6.15,21.68,muskmelon
114.76,10.12,48.54,29.02,90.93,6.11,25.92,muskmelon
109.78,16.89,48.74,29.98,92.20,6.17,21.70,muskmelon
115.52,16.74,46.86,28.03,90.97,6.53,20.64,muskmelon
105.42,9.15,45.58,29.33,90.60,6.92,21.89,muskmelon
116.39,13.77,49.25,29.31,91.79,6.67,26.82,muskmelon
100.37,12.44,49.23,27.89,90.81,6.07,24.90,muskmelon
103.66,18.28,47.61,27.61,91.77,6.19,28.47,muskmelon
114.20,13.91,46.36,28.71,91.70,6.21,28.89,muskmelon
103.65,6.36,52.92,27.73,90.15,6.23,24.41,muskmelon
101.92,17.55,49.51,27.55,91.17,6.28,20.44,muskmelon
119.93,13.13,53.68,28.38,94.28,6.12,25.76,muskmelon
102.35,20.30,49.53,27.40,94.49,6.42,24.70,muskmelon
118.42,21.12,45.74,29.18,91.21,6.68,20.82,muskmelon
103.27,19.95,50.40,28.86,91.92,6.79,22.72,muskmelon
102.44,9.77,46.36,29.35,92.40,6.15,26.69,muskmelon
111.47,23.71,46.36,28.92,90.95,6.96,25.74,muskmelon
101.64,12.15,53.32,28.42,91.41,6.03,25.63,muskmelon
104.36,20.21,47.54,27.91,91.63,6.38,25.42,muskmelon
100.69,8.64,54.37,29.83,94.23,6.21,23.92,muskmelon
110.37,22.06,46.65,29.76,94.38,6.81,21.74,muskmelon
109.80,10.11,50.69,29.45,92.50,6.37,29.60,muskmelon
113.68,18.74,53.85,28.12,92.94,6.22,29.91,muskmelon
117.78,18.92,50.50,28.11,90.18,6.11,24.12,muskmelon
106.69,19.88,53.04,27.77,90.91,6.94,24.85,muskmelon
116.13,15.50,48.07,29.43,93.43,6.11,28.19,muskmelon
101.77,9.20,52.42,29.10,92.42,6.41,23.39,muskmelon
108.12,11.51,47.68,29.94,94.67,6.88,27.12,muskmelon
116.07,21.59,49.54,29.85,91.46,6.88,26.01,muskmelon
109.00,24.22,51.34,29.89,90.13,6.55,25.66,muskmelon
118.18,9.70,52.90,29.96,91.80,6.03,21.46,muskmelon
108.33,17.48,49.98,29.47,91.88,6.42,20.16,muskmelon
103.56,20.50,54.75,29.21,91.18,6.16,21.52,muskmelon
111.72,17.35,47.33,28.69,93.37,6.02,22.56,muskmelon
107.91,7.47,54.88,28.29,90.79,6.96,22.94,muskmelon
109.33,12.71,49.78,27.91,94.47,6.57,27.67,muskmelon
110.62,17.88,52.68,29.07,92.81,6.12,21.42,muskmelon
109.86,16.56,52.09,29.13,92.94,6.04,23.54,muskmelon
115.62,17.10,50.38,27.40,91.83,6.43,26.79,muskmelon
101.85,21.96,48.64,27.80,92.87,6.49,24.04,muskmelon
113.91,6.66,54.46,28.96,93.56,6.22,28.89,muskmelon
112.09,11.25,51.99,27.60,93.08,6.28,21.72,muskmelon
105.72,6.47,50.68,27.61,90.89,6.93,20.25,muskmelon
116.39,8.27,49.20,28.17,94.73,6.13,20.99,muskmelon
115.35,6.04,52.58,28.37,94.84,6.99,29.80,muskmelon
110.01,15.57,49.69,27.16,94.61,6.28,22.49,muskmelon
112.20,10.02,48.55,28.37,93.75,6.90,28.79,muskmelon
102.15,11.79,47.23,27.47,93.44,6.92,24.85,muskmelon
108.57,17.59,52.27,27.56,90.32,6.33,24.13,muskmelon
108.49,6.25,48.37,29.89,94.67,6.94,24.26,muskmelon
100.16,22.60,54.36,27.08,91.51,6.69,28.58,muskmelon
27.20,145.58,190.33,21.45,91.54,6.29,113.55,apple
31.39,134.47,190.81,21.90,90.33,5.72,118.42,apple
16.10,127.10,195.13,21.48,92.23,5.66,117.71,apple
22.79,121.60,191.22,21.57,91.83,6.07,117.19,apple
23.93,138.96,194.94,21.68,93.83,6.48,113.47,apple
27.11,133.94,197.14,22.75,93.61,5.74,112.48,apple
31.91,125.34,196.27,23.67,94.51,6.03,113.82,apple
33.48,149.10,209.70,21.45,93.84,5.72,118.34,apple
34.39,122.29,202.83,22.97,94.61,6.31,111.40,apple
33.60,131.20,209.77,21.21,93.50,5.62,119.25,apple
34.03,133.65,194.71,23.60,93.96,6.06,111.19,apple
26.41,140.58,198.17,22.94,94.55,6.05,117.89,apple
34.35,131.85,193.65,22.08,91.61,5.95,117.86,apple
30.22,144.74,207.45,21.41,91.45,5.60,111.84,apple
32.03,122.57,209.74,23.89,92.87,5.90,118.43,apple
33.30,122.67,196.97,23.39,93.32,5.98,111.10,apple
16.11,132.06,207.91,22.34,92.04,6.43,118.93,apple
19.47,147.01,208.80,21.52,90.12,5.74,118.71,apple
20.01,128.62,200.32,21.91,91.81,5.60,116.20,apple
28.90,136.52,209.62,21.28,92.05,5.83,114.60,apple
18.61,149.84,201.52,23.79,90.22,5.54,116.10,apple
26.23,125.83,206.09,22.62,94.98,6.22,118.59,apple
15.84,121.42,201.80,22.77,90.75,5.87,110.39,apple
21.48,126.72,200.00,23.19,94.10,6.01,117.68,apple
17.06,132.83,197.38,22.01,94.45,5.60,119.80,apple
32.50,141.51,195.75,23.88,90.83,5.95,117.51,apple
29.72,147.06,200.55,21.22,93.06,6.22,111.07,apple
28.23,144.00,202.89,22.46,94.71,5.60,112.19,apple
29.98,145.09,198.64,23.36,91.98,5.53,111.75,apple
21.57,127.51,193.42,23.43,94.41,5.99,114.21,apple
24.84,149.49,197.40,22.70,92.55,5.84,119.65,apple
28.01,121.45,200.12,21.08,91.21,6.13,112.11,apple
32.92,149.58,193.74,22.54,92.17,6.07,113.21,apple
34.71,144.45,198.97,23.13,91.48,5.85,115.43,apple
31.36,122.64,200.68,21.66,94.16,6.41,118.78,apple
32.60,122.93,192.99,21.02,93.78,5.81,119.92,apple
24.48,135.14,193.64,21.10,93.50,6.17,112.52,apple
24.39,136.06,190.36,22.64,94.69,5.85,114.10,apple
26.63,121.60,199.25,22.45,92.32,6.38,115.28,apple
29.75,148.97,209.04,21.85,90.38,6.19,112.78,apple
29.74,125.83,198.25,21.04,92.71,5.64,110.19,apple
30.59,127.64,196.51,23.91,92.43,6.11,117.24,apple
34.61,146.07,194.95,21.99,91.05,6.04,110.57,apple
33.03,126.02,198.06,22.74,93.83,6.19,116.81,apple
20.91,146.96,201.21,23.00,94.76,5.57,113.66,apple
33.90,143.97,206.80,22.37,93.57,5.80,118.54,apple
29.85,124.54,192.52,22.27,94.73,5.96,113.65,apple
21.88,127.23,196.82,23.74,92.82,5.93,116.24,apple
18.58,132.24,208.47,22.01,93.52,5.53,119.28,apple
26.40,122.20,201.16,22.45,92.52,6.17,113.68,apple
31.54,137.42,194.42,22.28,91.75,6.46,119.09,apple
30.70,145.11,201.33,21.65,91.18,5.78,117.17,apple
18.02,144.72,192.90,23.27,90.39,6.04,112.38,apple
23.10,143.84,196.14,22.44,94.54,6.36,117.35,apple
32.91,134.59,204.62,23.41,94.40,6.15,114.17,apple
25.15,135.35,195.45,21.41,91.62,5.57,118.09,apple
22.51,133.46,192.36,23.48,92.99,5.92,111.56,apple
17.05,133.43,205.75,22.82,94.95,5.60,116.56,apple
26.42,138.32,207.21,23.46,91.36,5.89,114.53,apple
32.97,136.34,193.04,21.55,91.52,5.59,118.54,apple
24.97,131.51,193.36,22.01,94.76,6.22,119.42,apple
24.41,137.90,200.61,21.56,93.60,6.09,110.54,apple
21.02,133.74,201.41,21.99,94.61,6.01,110.60,apple
33.04,122.51,195.62,23.92,93.96,6.15,113.86,apple
25.44,128.98,199.09,21.17,91.81,5.52,115.63,apple
23.87,120.84,200.94,23.55,92.58,5.59,116.73,apple
27.35,140.95,200.97,23.53,94.47,5.80,112.34,apple
23.42,126.28,208.64,23.50,93.78,5.98,111.99,apple
21.25,121.51,209.29,22.22,93.30,6.34,119.61,apple
18.59,139.99,201.73,21.78,91.33,6.29,119.80,apple
31.98,120.24,190.77,21.83,91.19,6.22,117.72,apple
18.55,130.96,200.80,23.99,90.98,6.18,112.81,apple
19.12,121.11,198.61,23.22,90.23,5.55,114.46,apple
30.71,122.64,192.42,21.45,94.10,6.15,117.73,apple
25.89,136.52,204.86,22.52,93.00,6.13,118.02,apple
29.04,136.32,203.39,21.49,90.89,5.89,113.32,apple
31.14,138.59,207.14,22.58,91.51,6.08,110.33,apple
30.97,123.30,198.57,21.70,93.14,5.62,110.69,apple
29.28,121.26,194.79,21.77,93.80,5.65,118.57,apple
17.36,137.85,200.95,21.41,91.29,5.92,112.89,apple
27.72,135.67,198.89,22.01,93.30,5.57,110.16,apple
17.00,145.27,190.64,23.91,91.23,6.41,115.93,apple
16.61,121.37,207.32,21.81,92.59,6.15,111.29,apple
31.23,142.23,209.86,22.99,91.07,5.89,116.06,apple
22.41,147.21,204.73,21.16,92.36,5.86,118.05,apple
34.10,144.20,205.11,22.59,94.89,6.23,114.17,apple
29.15,132.56,198.00,23.02,92.70,5.79,115.21,apple
23.39,136.90,198.70,22.36,90.87,6.03,112.06,apple
27.48,125.29,197.03,21.63,94.20,5.94,116.85,apple
21.71,135.43,205.48,21.58,93.03,5.89,112.22,apple
15.67,133.30,208.41,23.80,92.95,6.07,111.23,apple
27.37,142.37,203.34,22.10,92.59,5.67,111.77,apple
23.41,149.18,200.50,23.97,92.94,6.24,110.05,apple
15.24,120.02,195.86,22.24,92.27,6.10,112.83,apple
16.17,131.05,206.84,21.11,92.95,6.15,116.96,apple
15.41,125.35,193.84,23.45,91.60,5.87,118.69,apple
30.02,149.22,205.25,23.42,92.62,6.11,115.50,apple
31.19,120.79,205.25,22.42,90.23,6.06,119.01,apple
33.55,123.01,198.74,21.06,94.68,5.98,119.01,apple
18.86,138.56,192.26,23.54,91.31,6.12,115.10,apple
11.63,23.32,8.53,22.17,93.33,7.28,113.59,orange
20.35,13.25,12.62,22.50,92.43,7.50,106.23,orange
17.07,28.84,12.91,24.49,92.94,7.50,109.62,orange
19.11,24.24,8.33,24.22,94.48,6.78,105.35,orange
10.08,23.65,9.62,24.22,94.60,6.71,114.91,orange
22.26,24.92,8.95,22.54,94.14,7.15,110.94,orange
22.48,19.94,14.73,22.74,94.65,7.00,107.57,orange
10.31,24.76,14.35,22.63,90.93,6.84,113.60,orange
12.91,19.66,5.12,23.63,90.22,6.73,107.98,orange
12.78,29.18,9.01,24.69,92.25,6.55,107.78,orange
19.39,26.33,5.25,24.63,91.39,6.75,107.41,orange
14.68,10.36,13.75,24.96,92.38,6.78,107.97,orange
16.79,14.44,7.91,22.89,94.90,7.23,107.61,orange
19.48,20.10,5.87,23.87,94.95,7.25,109.32,orange
10.74,34.77,11.69,23.13,90.92,7.13,106.48,orange
12.42,27.32,10.85,24.16,94.11,6.87,107.88,orange
19.73,17.51,13.45,24.40,94.29,6.95,113.71,orange
20.15,30.96,5.73,22.98,93.38,6.97,111.27,orange
13.01,10.42,10.78,23.08,92.70,6.50,108.22,orange
11.03,33.95,13.87,22.49,93.73,6.91,111.86,orange
14.63,17.14,12.83,22.43,90.67,7.07,114.45,orange
14.64,19.58,7.55,24.39,91.65,6.83,108.79,orange
23.76,20.55,11.10,24.39,93.08,7.09,114.87,orange
20.56,12.03,8.95,22.56,91.52,6.60,114.85,orange
22.79,34.62,5.34,24.33,93.77,6.83,108.22,orange
14.89,34.30,14.87,22.68,91.51,7.04,110.73,orange
19.47,8.39,12.23,23.62,92.79,6.84,109.11,orange
12.48,12.63,14.65,23.81,93.53,6.63,106.68,orange
11.09,23.94,14.36,22.15,91.21,6.95,109.78,orange
12.03,13.05,8.79,22.76,94.17,7.13,108.44,orange
23.87,8.73,14.78,22.17,93.69,6.71,105.89,orange
12.86,32.61,7.67,24.91,93.05,6.51,107.53,orange
16.00,11.15,10.17,24.86,93.63,7.47,112.00,orange
24.94,10.37,14.49,23.51,93.00,7.33,105.75,orange
23.16,15.10,5.00,23.55,91.55,7.33,110.59,orange
12.58,24.07,14.13,23.92,90.49,7.42,109.29,orange
23.27,13.22,10.12,24.84,94.59,6.65,109.43,orange
19.45,6.02,7.77,22.67,91.87,7.27,105.21,orange
23.74,6.37,9.78,23.92,92.08,7.01,114.51,orange
22.09,23.81,5.21,23.63,94.72,7.05,107.71,orange
11.08,6.04,6.94,23.61,93.43,6.52,105.27,orange
24.78,25.66,6.64,22.36,94.26,7.43,105.80,orange
16.27,15.82,10.46,23.59,92.68,6.76,105.61,orange
16.93,34.89,10.45,23.99,93.90,7.02,113.31,orange
22.13,25.69,5.23,24.99,90.70,7.10,108.18,orange
16.70,17.58,9.48,23.41,93.03,7.37,106.38,orange
13.98,7.40,6.30,23.98,92.95,6.99,110.16,orange
14.63,10.07,11.91,23.58,94.01,6.66,111.90,orange
10.11,17.29,12.29,24.84,93.19,6.95,105.57,orange
23.30,20.75,10.78,22.92,92.42,7.40,110.01,orange
13.00,18.83,12.96,22.52,90.85,6.52,108.91,orange
16.75,31.42,6.48,24.31,93.74,7.40,111.27,orange
14.04,28.92,7.77,24.41,93.32,6.60,111.62,orange
22.67,9.38,6.42,23.28,93.17,7.17,108.36,orange
14.70,23.94,13.88,23.17,90.39,7.21,109.50,orange
16.88,26.60,10.82,23.14,93.18,7.19,113.59,orange
23.58,34.74,11.25,24.26,92.46,7.14,105.28,orange
22.17,14.28,9.94,22.90,91.32,6.87,106.86,orange
15.45,29.22,10.90,24.40,92.76,7.36,110.54,orange
18.59,21.18,7.78,24.91,92.86,7.01,110.14,orange
21.02,10.37,5.56,23.98,90.10,6.81,113.12,orange
23.35,30.27,14.77,23.89,94.52,7.46,108.18,orange
22.31,29.64,5.04,22.28,90.77,6.57,105.16,orange
15.76,31.77,12.68,23.72,90.23,6.88,114.47,orange
22.94,25.87,13.08,24.92,90.08,6.63,107.04,orange
17.68,15.43,13.13,23.98,90.48,6.52,113.81,orange
20.02,5.59,9.20,22.53,92.98,7.18,112.86,orange
11.63,8.86,6.00,24.19,91.28,6.88,112.21,orange
24.17,21.99,14.92,22.17,93.76,6.90,106.00,orange
13.34,9.51,7.72,23.98,94.08,7.18,105.83,orange
14.26,25.08,8.55,22.39,92.28,6.56,108.54,orange
10.10,30.09,10.96,23.55,90.68,7.30,112.71,orange
13.89,7.21,12.11,24.34,94.15,6.74,109.23,orange
23.97,5.72,14.79,22.70,90.89,7.06,109.40,orange
24.37,22.52,11.73,23.39,91.21,7.22,112.10,orange
20.89,27.33,6.75,23.73,92.21,7.44,105.68,orange
18.32,26.85,14.07,24.54,90.33,7.20,105.01,orange
13.37,27.64,7.41,23.70,94.00,7.45,111.51,orange
19.25,15.36,10.47,23.03,91.88,6.88,106.57,orange
18.45,10.83,7.28,24.33,94.91,7.02,113.97,orange
18.27,7.47,5.57,24.61,91.56,7.25,109.03,orange
13.47,6.58,9.63,24.10,94.24,7.10,105.03,orange
21.59,17.33,5.72,23.03,90.77,7.27,111.48,orange
10.37,23.15,7.84,22.07,92.12,6.54,114.34,orange
15.57,11.44,10.07,24.22,90.19,6.64,111.37,orange
10.86,26.54,14.16,23.14,94.95,6.84,106.27,orange
11.70,9.64,7.34,24.03,94.26,6.90,111.83,orange
14.88,28.00,7.63,24.41,93.93,7.27,111.60,orange
11.27,9.60,10.24,24.75,91.79,6.55,105.79,orange
11.92,27.31,6.74,24.07,94.67,7.16,112.96,orange
10.06,23.87,13.55,23.07,94.85,6.98,105.06,orange
23.83,5.88,12.59,22.74,93.95,6.95,108.69,orange
19.77,8.69,6.48,23.37,93.28,7.42,112.82,orange
15.59,24.38,5.27,24.72,94.36,7.40,106.82,orange
24.54,21.05,5.36,23.46,92.22,7.18,105.81,orange
20.90,13.56,10.36,24.94,93.95,7.36,112.84,orange
17.11,11.44,12.79,24.10,90.08,7.42,105.16,orange
24.86,7.47,6.07,23.94,91.90,6.53,110.08,orange
10.97,13.98,14.83,22.13,92.05,7.01,111.13,orange
10.89,21.74,10.60,23.38,94.12,6.77,109.77,orange
36.06,61.75,28.54,34.48,92.00,6.98,147.44,papaya
43.01,57.31,28.28,34.90,91.92,6.62,148.04,papaya
46.60,60.76,26.98,32.46,91.33,6.89,157.97,papaya
35.08,58.07,28.62,31.36,92.59,6.97,143.28,papaya
45.02,58.05,38.92,33.30,91.54,6.91,159.50,papaya
36.46,57.62,28.34,32.90,94.12,6.76,151.01,papaya
42.64,63.95,27.39,31.52,92.50,6.66,154.81,papaya
53.77,64.89,26.53,32.13,91.40,6.87,157.86,papaya
56.59,47.47,37.71,31.68,94.67,6.94,148.96,papaya
57.67,60.77,33.70,30.84,93.12,6.52,158.50,papaya
